Municipio;Cod_Municipio;Provincia;Cod_Provincia;Cod_INE;Población;Mancomunidades;Entidades Locales Menores;Comarca;Longitud;Latitud;CoordenadaX;CoordenadaY;Posición;presencia_de_comercio
CAÑIZAL;34;ZAMORA;49;49034;428;LA GUAREÑA;;;-5.369248;41.167645;301240.66;4560073.46;41.16764499906499,-5.369248;0
CASTROVERDE DE CAMPOS;43;ZAMORA;49;49043;270;TIERRA DE CAMPOS;;;-5.317602;41.969999;307966.0;4649043.31;41.96999899906188,-5.317602;0
CERECINOS DE CAMPOS;46;ZAMORA;49;49046;247;RESERVA DE LAS LAGUNAS DE VILLAFAFILA,TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.482901;41.899222;294040.81;4641568.32;41.89922199906211,-5.482900999999999;0
COBREROS;50;ZAMORA;49;49050;552;LAGO DE SANABRIA;;;-6.701618;42.07568;193782.26;4664812.34;42.07567999906152,-6.701618;0
CORRALES DEL VINO;54;ZAMORA;49;49054;934;TIERRA DEL VINO;;;-5.725187;41.35782;272040.5;4582063.33;41.35781999906417,-5.725187;0
COTANES DEL MONTE;55;ZAMORA;49;49055;96;TIERRA DE CAMPOS;;;-5.290135;41.817899;309790.99;4632093.46;41.81789899906241,-5.290135;0
EL CUBO DE TIERRA DEL VINO;58;ZAMORA;49;49058;314;TIERRA DEL VINO;;;-5.709572;41.25511;272990.53;4570618.35;41.255109999064615,-5.7095720000000005;0
EL MADERAL;102;ZAMORA;49;49102;177;LA GUAREÑA;;;-5.623555;41.282773;280290.62;4573468.33;41.28277299906449,-5.623555;0
ENTRALA;61;ZAMORA;49;49061;147;TIERRA DEL VINO;;;-5.756791;41.429612;269650.43;4590118.32;41.42961199906389,-5.756790999999999;0
ESPADAÑEDO;62;ZAMORA;49;49062;109;SANABRIA-CARBALLEDA;;;-6.394126;42.116383;219402.58;4668275.41;42.11638299906138,-6.394126;0
FARAMONTANOS DE TÁBARA;63;ZAMORA;49;49063;332;TIERRA DE TABARA;;;-5.888643;41.834747;260140.07;4635463.32;41.83474699906235,-5.888642999999999;0
FERMOSELLE;65;ZAMORA;49;49065;1136;SAYAGUA;;;-6.399301;41.318564;215472.82;4579697.87;41.318563999064345,-6.399301;0
FERRERAS DE ABAJO;66;ZAMORA;49;49066;494;TIERRA DE TABARA;LITOS;;-6.079679;41.896725;244522.83;4642897.28;41.89672499906213,-6.079679;0
FERRERAS DE ARRIBA;67;ZAMORA;49;49067;350;TIERRA DE TABARA;VILLANUEVA DE VALROJO;;-6.193014;41.898841;235128.77;4643476.27;41.89884099906212,-6.193014;0
FERRERUELA;68;ZAMORA;49;49068;441;TIERRA DE TABARA;;;-6.071531;41.766392;244680.86;4628400.31;41.766391999062606,-6.071531;0
FRESNO DE LA POLVOROSA;75;ZAMORA;49;49075;124;ETAP BENAVENTE Y LOS VALLES,ORBIGO-ERIA;;;-5.76932;42.08291;270940.27;4662693.24;42.082909999061485,-5.769319999999999;0
FRESNO DE LA RIBERA;76;ZAMORA;49;49076;362;NORTE-DUERO;;;-5.565781;41.529276;285940.53;4600693.33;41.5292759990635,-5.565781;0
FRESNO DE SAYAGO;77;ZAMORA;49;49077;159;SAYAGUA;;;-5.971441;41.318667;251290.28;4578393.26;41.31866699906434,-5.971441;0
FRIERA DE VALVERDE;78;ZAMORA;49;49078;142;VALVERDE;;;-5.842385;41.911819;264265.16;4643893.29;41.91181899906208,-5.842385;0
FUENTELAPEÑA;80;ZAMORA;49;49080;667;LA GUAREÑA;;;-5.382496;41.253567;300390.66;4569643.37;41.25356699906461,-5.382496;0
FUENTESECAS;83;ZAMORA;49;49083;44;NORTE-DUERO;;;-5.475193;41.628757;293815.61;4611518.37;41.62875699906309,-5.475193000000001;0
GAMONES;88;ZAMORA;49;49088;93;SAYAGUA;;;-6.179007;41.467828;234522.98;4595572.2;41.46782799906373,-6.179006999999999;0
GRANJA DE MORERUELA;91;ZAMORA;49;49091;265;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.738842;41.809421;272490.33;4632243.37;41.80942099906243,-5.738842;0
HERMISENDE;94;ZAMORA;49;49094;214;ALTA SANABRIA;;;-6.893091;41.969934;177405.21;4653773.19;41.969933999061865,-6.893090999999999;0
JAMBRINA;96;ZAMORA;49;49096;149;TIERRA DEL VINO;;;-5.664614;41.393734;277230.52;4585893.33;41.39373399906403,-5.664614;0
LA TORRE DEL VALLE;220;ZAMORA;49;49220;138;BENAVENTE Y ALFOZ,ETAP BENAVENTE Y LOS VALLES,ORBIGO-ERIA;PALADINOS DEL VALLE;;-5.724301;42.090292;274690.33;4663393.23;42.09029199906146,-5.724301;0
LOSACINO;98;ZAMORA;49;49098;208;TIERRA DE TABARA;;;-6.079613;41.680865;243668.89;4618927.3;41.680864999062905,-6.079613;0
LUBIÁN;100;ZAMORA;49;49100;306;ALTA SANABRIA;;;-6.906032;42.03546;176665.19;4661099.24;42.03545999906166,-6.906032000000001;0
MADRIDANOS;103;ZAMORA;49;49103;455;TIERRA DEL VINO;;;-5.604748;41.478865;282520.51;4595193.32;41.47886499906368,-5.604748000000001;0
MAHIDE;104;ZAMORA;49;49104;298;TIERRAS DE ALISTE;;;-6.377211;41.869063;219716.79;4640755.23;41.869062999062216,-6.377211;0
MALVA;107;ZAMORA;49;49107;117;NORTE-DUERO;;;-5.488447;41.653463;292790.63;4614293.39;41.65346299906301,-5.488446999999999;0
MANGANESES DE LA LAMPREANA;108;ZAMORA;49;49108;448;RESERVA DE LAS LAGUNAS DE VILLAFAFILA,TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.71054;41.752006;274640.39;4625793.41;41.75200599906264,-5.710540000000001;0
MANZANAL DE ARRIBA;110;ZAMORA;49;49110;346;;;;-6.440134;41.992066;215042.68;4654622.3;41.99206599906179,-6.440134;0
MONTAMARTA;123;ZAMORA;49;49123;559;TIERRA DEL PAN;;;-5.805487;41.648318;266370.25;4614533.36;41.64831799906303,-5.805486999999999;0
MUELAS DE LOS CABALLEROS;134;ZAMORA;49;49134;171;SANABRIA-CARBALLEDA;;;-6.333507;42.12859;224467.62;4669433.41;42.12858999906135,-6.333507;0
MUELAS DEL PAN;135;ZAMORA;49;49135;607;TIERRA DEL PAN;;;-5.968164;41.522289;252340.17;4600993.27;41.52228899906353,-5.968164;0
OLMILLOS DE CASTRO;138;ZAMORA;49;49138;208;TIERRA DE TABARA;;;-5.968528;41.731485;253109.99;4624223.32;41.731484999062715,-5.968528;0
PALACIOS DEL PAN;142;ZAMORA;49;49142;246;TIERRA DEL PAN;;;-5.878221;41.601804;260140.17;4609568.32;41.6018039990632,-5.878221;0
PELEAS DE ABAJO;148;ZAMORA;49;49148;273;TIERRA DEL VINO;;;-5.689214;41.392801;275170.51;4585853.32;41.39280099906403,-5.689214;0
POZOANTIGUO;163;ZAMORA;49;49163;180;NORTE-DUERO;;;-5.434625;41.595399;297090.61;4607718.34;41.59539899906324,-5.4346250000000005;0
POZUELO DE TÁBARA;164;ZAMORA;49;49164;155;TIERRA DE TABARA;;;-5.896408;41.78529;259310.07;4629993.33;41.785289999062535,-5.896408;0
PUEBLA DE SANABRIA;166;ZAMORA;49;49166;1366;;;;-6.634393;42.054951;199246.35;4662271.35;42.054950999061575,-6.634392999999999;0
QUINTANILLA DEL MONTE;168;ZAMORA;49;49168;104;TIERRA DE CAMPOS;;;-5.350995;41.868904;304890.99;4637893.38;41.868903999062226,-5.350995;0
QUINTANILLA DEL OLMO;169;ZAMORA;49;49169;42;TIERRA DE CAMPOS;;;-5.406575;41.905126;300390.93;4642043.34;41.90512599906208,-5.406574999999999;0
RÁBANO DE ALISTE;173;ZAMORA;49;49173;343;TIERRAS DE ALISTE;;;-6.432775;41.742251;214541.74;4626856.2;41.74225099906268,-6.432775;0
REQUEJO;174;ZAMORA;49;49174;141;LAGO DE SANABRIA;;;-6.742481;42.031464;190186.24;4660049.29;42.03146399906167,-6.742481;0
ROSINOS DE LA REQUEJADA;181;ZAMORA;49;49181;342;SANABRIA-CARBALLEDA;;;-6.536089;42.089354;207540.45;4665750.4;42.08935399906147,-6.536088999999999;0
SAMIR DE LOS CAÑOS;184;ZAMORA;49;49184;169;TIERRAS DE ALISTE;;;-6.164073;41.672715;236604.82;4618277.25;41.67271499906293,-6.164073;0
SAN JUSTO;189;ZAMORA;49;49189;197;SANABRIA-CARBALLEDA;;;-6.623912;42.133534;200484.3;4670961.41;42.13353399906132,-6.623912000000001;0
SAN MIGUEL DEL VALLE;192;ZAMORA;49;49192;128;TIERRA DE CAMPOS;;;-5.49702;42.029274;293290.7;4656043.23;42.029273999061665,-5.497019999999999;0
SAN PEDRO DE CEQUE;193;ZAMORA;49;49193;437;VALLE DEL TERA;;;-6.072703;42.043789;245687.82;4659207.27;42.04378899906162,-6.072703;0
SANTA CLARA DE AVEDILLO;197;ZAMORA;49;49197;157;TIERRA DEL VINO;;;-5.677898;41.338576;275930.56;4579803.32;41.33857599906426,-5.677898;0
SANTA COLOMBA DE LAS MONJAS;199;ZAMORA;49;49199;246;BENAVENTE Y ALFOZ,ETAP BENAVENTE Y LOS VALLES,VALVERDE;;;-5.683644;41.957518;277590.47;4648543.27;41.95751799906191,-5.683643999999999;0
SANTA EUFEMIA DEL BARCO;202;ZAMORA;49;49202;177;TIERRA DE TABARA;;;-5.899538;41.678493;258650.1;4618143.33;41.678492999062925,-5.899538;0
SANTIBÁÑEZ DE TERA;205;ZAMORA;49;49205;369;ETAP BENAVENTE Y LOS VALLES,VALLE DEL TERA;SITRAMA DE TERA;;-5.924556;41.98576;257730.02;4652333.28;41.98575999906182,-5.924556000000001;0
TÁBARA;214;ZAMORA;49;49214;751;TIERRA DE TABARA;;;-5.959828;41.824648;254189.98;4634543.31;41.82464799906239,-5.959828000000001;0
TORO;219;ZAMORA;49;49219;8532;;;;-5.394642;41.51991;300190.58;4599243.26;41.519909999063536,-5.394642;0
TREFACIO;224;ZAMORA;49;49224;186;SANABRIA-CARBALLEDA;;;-6.649728;42.122584;198298.28;4669836.39;42.12258399906136,-6.649728;0
UÑA DE QUINTANA;225;ZAMORA;49;49225;135;VALLE DEL TERA;;;-6.143883;42.086562;239970.77;4664171.3;42.08656199906148,-6.143883;0
VADILLO DE LA GUAREÑA;226;ZAMORA;49;49226;248;LA GUAREÑA;;;-5.352523;41.283005;302990.67;4572843.34;41.28300499906449,-5.352522999999998;0
VALDESCORRIEL;229;ZAMORA;49;49229;126;TIERRA DE CAMPOS;;;-5.51034;42.022455;292165.69;4655318.23;42.02245499906169,-5.51034;0
VILLABRÁZARO;238;ZAMORA;49;49238;228;ETAP BENAVENTE Y LOS VALLES,ORBIGO-ERIA;;;-5.728174;42.053728;274240.36;4659343.23;42.05372799906158,-5.728173999999999;0
VILLALCAMPO;247;ZAMORA;49;49247;405;TIERRA DEL PAN;;;-6.046584;41.523046;245799.08;4601305.25;41.52304599906351,-6.046584;0
VILLALOBOS;248;ZAMORA;49;49248;227;TIERRA DE CAMPOS;;;-5.475756;41.948233;294790.81;4646993.28;41.94823299906194,-5.4757560000000005;0
VILLALPANDO;250;ZAMORA;49;49250;1451;TIERRA DE CAMPOS;;;-5.414703;41.864879;299590.91;4637593.36;41.864878999062235,-5.414702999999999;0
VILLALUBE;251;ZAMORA;49;49251;161;NORTE-DUERO;;;-5.545094;41.609893;287930.55;4609593.37;41.60989299906318,-5.545094;0
VILLAMOR DE LOS ESCUDEROS;255;ZAMORA;49;49255;384;LA GUAREÑA;;;-5.574626;41.253031;284290.61;4570043.36;41.25303099906461,-5.574626;0
VILLANÁZAR;256;ZAMORA;49;49256;273;ETAP BENAVENTE Y LOS VALLES,VALVERDE;MOZAR,VECILLA DE TRASMONTE;;-5.780287;41.974128;269640.28;4650643.26;41.974127999061864,-5.780287;0
VILLANUEVA DE AZOAGUE;257;ZAMORA;49;49257;360;ETAP BENAVENTE Y LOS VALLES,SERVICIOS DEL VALLE DEL ESLA;CASTROPEPE,VILLANUEVA DE AZOAGUE;;-5.665146;41.976861;279190.49;4650643.25;41.97686099906184,-5.665146;0
VILLARALBO;261;ZAMORA;49;49261;1804;TIERRA DEL VINO,ZAMORA Y ALFOZ;;;-5.682754;41.491481;276050.45;4596793.32;41.49148099906364,-5.682754000000001;0
VILLARDONDIEGO;267;ZAMORA;49;49267;101;NORTE-DUERO;;;-5.378432;41.584417;301740.62;4606368.31;41.58441699906327,-5.378432;0
VILLASECO DEL PAN;269;ZAMORA;49;49269;222;TIERRA DEL PAN;;;-5.964502;41.468348;252440.23;4594993.27;41.46834799906373,-5.964502;0
VILLAVENDIMIO;270;ZAMORA;49;49270;160;NORTE-DUERO;;;-5.342834;41.578619;304690.64;4605643.31;41.5786189990633,-5.342834;0
VILLAVEZA DE VALVERDE;272;ZAMORA;49;49272;70;VALVERDE;;;-5.848383;41.944991;263890.15;4647593.28;41.94499099906195,-5.848383;0
VIÑAS;273;ZAMORA;49;49273;159;TIERRAS DE ALISTE;;;-6.468305;41.774384;211730.74;4630543.2;41.77438399906256,-6.468304999999999;0
MOZONCILLO;134;SEGOVIA;40;40134;851;RIO PIRON (MAMPI);;;-4.186215;41.148047;400460.07;4555869.92;41.14804699906507,-4.186214999999999;0
MUÑOPEDRO;135;SEGOVIA;40;40135;315;ZORITA MANZO;;;-4.472041;40.888026;375987.83;4527369.93;40.88802599906625,-4.472040999999999;0
NAVAFRÍA;139;SEGOVIA;40;40139;299;;;;-3.824568;41.057086;430712.1;4545421.7;41.05708599906547,-3.824568;0
NAVARES DE ENMEDIO;143;SEGOVIA;40;40143;92;LA PEDRIZA;;;-3.72311;41.380953;439536.63;4581300.08;41.38095299906407,-3.72311;0
NAVARES DE LAS CUEVAS;144;SEGOVIA;40;40144;22;LA PEDRIZA;;;-3.75114;41.413975;437224.61;4584986.11;41.41397499906395,-3.7511400000000004;0
NAVAS DE SAN ANTONIO;146;SEGOVIA;40;40146;366;INTERPROVINCIAL CASTELLANA;;;-4.329414;40.761572;387790.79;4513139.9;40.76157199906684,-4.329414;0
ORTIGOSA DEL MONTE;901;SEGOVIA;40;40901;580;INTERPROVINCIAL CASTELLANA,LA MUJER MUERTA;;;-4.17598;40.843618;400863.89;4522062.82;40.843617999066446,-4.17598;0
PAJAREJOS;154;SEGOVIA;40;40154;21;NUESTRA SEÑORA DE HORNUEZ;;;-3.590395;41.390336;450640.83;4582257.7;41.390335999064035,-3.590395;0
PEDRAZA;156;SEGOVIA;40;40156;342;;;;-3.810887;41.128203;431935.14;4553305.79;41.12820299906515,-3.8108870000000006;0
PINAREJOS;159;SEGOVIA;40;40159;175;DEL MALUCAS (MANDEM),LAS LOMAS;;;-4.293656;41.259964;391628.96;4568423.12;41.25996399906458,-4.293656;0
REMONDO;166;SEGOVIA;40;40166;308;CEGA,RIO ERESMA;;;-4.483361;41.341706;375891.82;4577752.16;41.34170599906426,-4.483361;0
SACRAMENIA;174;SEGOVIA;40;40174;373;;;;-3.963347;41.494661;419589.29;4594119.43;41.494660999063626,-3.9633469999999997;0
SAN CRISTÓBAL DE LA VEGA;178;SEGOVIA;40;40178;88;RIBERAS DEL VOLTOYA;;;-4.646903;41.112964;361727.04;4552604.16;41.11296399906522,-4.646903000000001;0
SAN CRISTÓBAL DE SEGOVIA;906;SEGOVIA;40;40906;3102;LA ATALAYA;;;-4.075792;40.952063;409457.98;4533992.75;40.952062999065944,-4.075791999999999;0
SAN MARTÍN Y MUDRIÁN;182;SEGOVIA;40;40182;243;DEL MALUCAS (MANDEM),LAS LOMAS;;;-4.331848;41.223228;388366.96;4564393.11;41.22322799906475,-4.331847999999999;0
SAN PEDRO DE GAÍLLOS;184;SEGOVIA;40;40184;278;LA SIERRA;;;-3.810054;41.227045;432107.22;4564277.97;41.22704499906473,-3.810054;0
SANGARCÍA;180;SEGOVIA;40;40180;306;ZORITA MANZO;COBOS DE SEGOVIA;;-4.414372;40.94739;380952.87;4533879.94;40.94738999906596,-4.414372;0
SANTIUSTE DE PEDRAZA;188;SEGOVIA;40;40188;85;;;;-3.885872;41.090249;425598.09;4549153.73;41.09024899906532,-3.885872;0
SANTO DOMINGO DE PIRÓN;190;SEGOVIA;40;40190;59;DOS VALLES,FUENTE DEL MOJON,RIO VIEJO;;;-3.989693;41.040761;416816.06;4543753.72;41.04076099906554,-3.989693;0
SANTO TOMÉ DEL PUERTO;191;SEGOVIA;40;40191;259;LA SIERRA;;;-3.577427;41.194376;451580.31;4560495.72;41.19437599906487,-3.5774270000000006;0
SAUQUILLO DE CABEZAS;192;SEGOVIA;40;40192;141;DOS VALLES;;;-4.068635;41.195146;410391.1;4560970.92;41.19514599906487,-4.068635;0
SEBÚLCOR;193;SEGOVIA;40;40193;264;TRES CRUCES;;;-3.883648;41.270534;425988.19;4569166.05;41.27053399906455,-3.883648;0
SEGOVIA;194;SEGOVIA;40;40194;51258;;REVENGA;;-4.125241;40.94987;405292.96;4533801.77;40.94986999906594,-4.125241;0
SEQUERA DE FRESNO;196;SEGOVIA;40;40196;32;HONTANARES;;;-3.546771;41.367311;454271.86;4579677.61;41.36731099906415,-3.5467709999999992;0
TORREADRADA;202;SEGOVIA;40;40202;50;;;;-3.840762;41.443576;429766.45;4588341.24;41.44357599906383,-3.840761999999999;0
TURÉGANO;208;SEGOVIA;40;40208;998;RIO VIEJO,SALVA RIOS;;;-4.00692;41.156184;415516.09;4556583.83;41.15618399906503,-4.00692;0
URUEÑAS;210;SEGOVIA;40;40210;104;LA PEDRIZA;;;-3.773242;41.357487;435321.5;4578731.15;41.35748699906418,-3.773242;0
VALLE DE TABLADILLO;218;SEGOVIA;40;40218;79;LA PEDRIZA;;;-3.839956;41.36238;429746.38;4579326.2;41.36237999906415,-3.839955999999999;0
VALSECA;214;SEGOVIA;40;40214;230;ERESMA;;;-4.174479;41.000293;401223.99;4539453.81;41.00029299906572,-4.174479;0
VEGANZONES;222;SEGOVIA;40;40222;216;DOS VALLES,SALVA RIOS;;;-3.993384;41.192667;416698.1;4560620.9;41.19266699906487,-3.9933839999999994;0
VILLAVERDE DE ÍSCAR;228;SEGOVIA;40;40228;560;ALVISAN,RIO ERESMA;;;-4.526716;41.308235;372198.87;4574099.15;41.30823499906438,-4.526716;0
ZARZUELA DEL MONTE;233;SEGOVIA;40;40233;512;INTERPROVINCIAL CASTELLANA;;;-4.337811;40.808102;387160.82;4518315.88;40.808101999066615,-4.337811;0
ABEJAR;1;SORIA;42;42001;273;PINARES DE SORIA;;;-2.782914;41.807928;518032.49;4628473.81;41.80792799906244,-2.782914;0
ALDEALICES;10;SORIA;42;42010;29;TIERRAS ALTAS;;;-2.309772;41.899827;557252.78;4638884.51;41.899826999062114,-2.309772;0
ALDEALSEÑOR;12;SORIA;42;42012;32;;;;-2.315456;41.879001;556799.74;4636568.51;41.879000999062185,-2.315456;0
ALIUD;16;SORIA;42;42016;22;CAMPO DE GÓMARA;;;-2.252388;41.654289;562249.61;4611663.41;41.654288999063,-2.252388;0
ALPANSEQUE;23;SORIA;42;42023;54;CORPES;;;-2.670754;41.263992;527579.37;4568115.63;41.26399199906457,-2.670754;0
ARENILLAS;26;SORIA;42;42026;47;TURISMO DUERO-JALON;;;-2.846192;41.346988;512867.42;4577288.57;41.346987999064226,-2.846192;0
BAYUBAS DE ARRIBA;33;SORIA;42;42033;61;;VALVERDE DE LOS AJOS;;-2.887809;41.557858;509355.41;4600693.69;41.55785799906339,-2.887809;0
BERATÓN;34;SORIA;42;42034;38;;;;-1.81145;41.717639;598867.62;4619109.2;41.71763899906277,-1.8114499999999998;0
BLIECOS;37;SORIA;42;42037;29;CAMPO DE GÓMARA;;;-2.27158;41.528401;560769.55;4597673.44;41.52840099906349,-2.27158;0
BORJABAD;38;SORIA;42;42038;33;;VALDESPINA;;-2.364948;41.553708;552959.56;4600421.52;41.5537079990634,-2.364948;0
CABREJAS DEL CAMPO;44;SORIA;42;42044;48;CAMPO DE GÓMARA;OJUEL;;-2.269697;41.681701;560782.62;4614694.43;41.681700999062905,-2.2696969999999994;0
CAÑAMAQUE;50;SORIA;42;42050;32;LAS VICARIAS;;;-2.238908;41.444313;563577.48;4588361.38;41.44431299906383,-2.238907999999999;0
CARACENA;52;SORIA;42;42052;14;;;;-3.090087;41.383482;492467.61;4581332.59;41.383481999064074,-3.090087;0
CARRASCOSA DE ABAJO;53;SORIA;42;42053;18;;;;-3.090274;41.42371;492456.6;4585798.56;41.42370999906391,-3.0902739999999995;0
CARRASCOSA DE LA SIERRA;54;SORIA;42;42054;17;TIERRAS ALTAS;;;-2.281815;41.894422;559576.77;4638303.5;41.89442199906212,-2.2818149999999995;0
CASTILLEJO DE ROBLEDO;58;SORIA;42;42058;104;MIO CID,TURISTICA TIERRAS DEL SUROESTE SORIANO;;;-3.495627;41.557388;458670.05;4600753.98;41.55738799906339,-3.495626999999999;0
CASTILRUIZ;57;SORIA;42;42057;153;;;;-2.059202;41.877087;578064.78;4636557.3;41.87708699906219,-2.0592020000000004;0
CENTENERA DE ANDALUZ;59;SORIA;42;42059;21;;;;-2.718486;41.50701;523493.4;4595080.72;41.50700999906358,-2.718486;0
CIGUDOSA;62;SORIA;42;42062;20;;;;-2.055893;41.936422;578266.84;4643148.29;41.93642199906199,-2.055893;0
CIRUJALES DEL RÍO;65;SORIA;42;42065;20;;;;-2.325851;41.866921;555947.73;4635220.51;41.86692099906222,-2.325851;0
COSCURITA;68;SORIA;42;42068;72;;BORDEJÉ,CENTENERA DEL CAMPO,NEGUILLAS,VILLALBA;;-2.475496;41.434917;543820.41;4587171.59;41.434916999063866,-2.475496;0
CUBO DE LA SOLANA;71;SORIA;42;42071;179;TURISMO DUERO-JALON;LUBIA,RABANERA DEL CAMPO;;-2.422862;41.602535;548093.56;4605808.56;41.60253499906321,-2.422862;0
CUEVA DE ÁGREDA;73;SORIA;42;42073;67;;;;-1.889334;41.763155;592323.64;4624076.23;41.76315499906259,-1.8893340000000005;0
DEZA;76;SORIA;42;42076;211;;;;-2.022114;41.46339;581663.5;4590661.27;41.46338999906376,-2.022114;0
DURUELO DE LA SIERRA;78;SORIA;42;42078;1066;TURISMO DE MONTAÑA DE SORIA-URBIÓN;;;-2.931237;41.955862;505698.71;4644877.99;41.95586199906192,-2.9312370000000003;0
ESTEPA DE SAN JUAN;82;SORIA;42;42082;9;TIERRAS ALTAS;;;-2.33454;41.927129;555174.81;4641899.55;41.92712899906201,-2.3345400000000005;0
FUENTEARMEGIL;85;SORIA;42;42085;160;MIO CID;;;-3.182361;41.715032;484830.07;4618153.38;41.71503199906278,-3.1823609999999998;0
FUENTECAMBRÓN;86;SORIA;42;42086;32;MIO CID;CENEGRO;;-3.328804;41.504957;472559.15;4594866.77;41.50495699906359,-3.328804;0
FUENTELMONGE;88;SORIA;42;42088;64;LAS VICARIAS;;;-2.188182;41.421609;567838.47;4585879.34;41.42160899906391,-2.188182;0
GÓMARA;96;SORIA;42;42096;294;CAMPO DE GÓMARA;ABIÓN,PAREDESROYAS,TORRALBA DE ARCIEL;;-2.224964;41.623744;564563.61;4608292.39;41.62374399906313,-2.224964;0
GORMAZ;97;SORIA;42;42097;21;TURISTICA TIERRAS DEL SUROESTE SORIANO;;;-3.007829;41.493797;499346.49;4593575.55;41.493796999063626,-3.0078289999999996;0
HINOJOSA DEL CAMPO;100;SORIA;42;42100;28;;;;-2.101202;41.738475;574740.68;4621130.31;41.738474999062696,-2.101202;0
LA LOSILLA;106;SORIA;42;42106;12;;;;-2.277464;41.872968;559957.75;4635924.48;41.872967999062205,-2.277464;0
LOS RÁBANOS;149;SORIA;42;42149;465;;NAVALCABALLO,TARDAJOS DE DUERO;;-2.475802;41.717243;543604.56;4618515.59;41.717242999062776,-2.475802;0
MATAMALA DE ALMAZÁN;111;SORIA;42;42111;266;TURISMO DUERO-JALON;MATUTE DE ALMAZAN,SANTA MARÍA DEL PRADO;;-2.639855;41.504944;530056.42;4594875.7;41.50494399906357,-2.639855;0
MIÑO DE SAN ESTEBAN;116;SORIA;42;42116;43;MIO CID;;;-3.345996;41.535919;471138.14;4598309.73;41.53591899906346,-3.3459959999999995;0
MONTEAGUDO DE LAS VICARÍAS;119;SORIA;42;42119;179;LAS VICARIAS,TURISMO DUERO-JALON;;;-2.166643;41.366293;569697.43;4579755.3;41.36629299906414,-2.166643;0
MONTEJO DE TIERMES;120;SORIA;42;42120;148;MIO CID,TURISTICA TIERRAS DEL SUROESTE SORIANO;;;-3.199736;41.368546;483295.83;4579689.75;41.36854599906413,-3.1997359999999992;0
NAFRÍA DE UCERO;127;SORIA;42;42127;33;;;;-3.094882;41.721902;492107.94;4618904.44;41.72190199906275,-3.094882;0
NARROS;128;SORIA;42;42128;48;;;;-2.294205;41.847573;558591.72;4633093.48;41.847572999062294,-2.2942050000000003;0
NEPAS;130;SORIA;42;42130;51;;;;-2.398155;41.526207;550211.52;4597348.54;41.526206999063504,-2.398155;0
PINILLA DEL CAMPO;139;SORIA;42;42139;20;;;;-2.084951;41.716784;576117.67;4618736.29;41.71678399906278,-2.0849510000000007;0
POZALMURO;142;SORIA;42;42142;53;;;;-2.105486;41.772888;574344.7;4624947.32;41.77288799906257,-2.105486;0
QUIÑONERÍA;148;SORIA;42;42148;8;;;;-2.037681;41.56851;580233.59;4602317.3;41.56850999906334,-2.037681;0
RELLO;153;SORIA;42;42153;15;TURISMO DUERO-JALON;;;-2.748983;41.332711;521004.42;4575722.62;41.33271099906428,-2.748983;0
REZNOS;156;SORIA;42;42156;31;;;;-2.028237;41.591228;580992.6;4604848.29;41.59122799906325,-2.0282370000000003;0
SAN ESTEBAN DE GORMAZ;162;SORIA;42;42162;2948;MIO CID,TURISTICA TIERRAS DEL SUROESTE SORIANO;;;-3.208325;41.575287;482632.81;4602643.5;41.575286999063316,-3.208325;0
SANTA CRUZ DE YANGUAS;166;SORIA;42;42166;62;SIERRA CEBOLLERA,TIERRAS ALTAS;;;-2.447556;42.062901;545707.06;4656907.68;42.062900999061554,-2.447556;0
SANTA MARÍA DE LAS HOYAS;168;SORIA;42;42168;87;;;;-3.144148;41.770075;488019.14;4624258.43;41.77007499906258,-3.1441480000000004;0
SOLIEDRA;172;SORIA;42;42172;31;;BORCHICAYADA;;-2.381439;41.469074;551651.46;4591015.53;41.469073999063724,-2.381439;0
SORIA;173;SORIA;42;42173;39695;TURISMO DE MONTAÑA DE SORIA-URBIÓN;;;-2.466248;41.763279;544367.59;4623631.57;41.7632789990626,-2.4662480000000007;0
TAJAHUERCE;176;SORIA;42;42176;24;;;;-2.150749;41.741041;570617.68;4621373.35;41.74104099906268,-2.1507490000000002;0
TALVEILA;178;SORIA;42;42178;107;PINARES DE SORIA;;;-2.967284;41.784079;502718.61;4625803.7;41.78407899906253,-2.9672839999999994;0
TORLENGUA;184;SORIA;42;42184;51;LAS VICARIAS;;;-2.163851;41.455366;569835.5;4589646.34;41.45536599906377,-2.1638509999999997;0
TORRUBIA DE SORIA;187;SORIA;42;42187;61;;;;-2.090283;41.630205;575775.62;4609119.32;41.63020499906309,-2.090283;0
TRÉVAGO;188;SORIA;42;42188;43;;;;-2.102305;41.873964;574491.79;4636172.32;41.87396399906221,-2.1023050000000003;0
UCERO;189;SORIA;42;42189;63;;;;-3.051046;41.717229;495753.81;4618382.51;41.717228999062776,-3.051046;0
VALDEAVELLANO DE TERA;191;SORIA;42;42191;204;SIERRA CEBOLLERA;;;-2.573951;41.939391;535317.83;4643134.73;41.939390999061985,-2.573951;0
VALDELAGUA DEL CERRO;193;SORIA;42;42193;12;;;;-2.115362;41.888386;573391.81;4637762.33;41.88838599906216,-2.115362;0
VELILLA DE LOS AJOS;202;SORIA;42;42202;19;;;;-2.254201;41.490738;562255.51;4593504.41;41.49073799906363,-2.254201;0
